Time,Velocity,GForce,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Apoapsis,Periapsis,OrbitalVelocity,
1545,1448,0,0,6.89,1399974.01,1098.2,-0.71,13637462,143169,1749,
1551,1444,0,0,6.89,1408048.08,1099.15,-0.71,13637462,143169,1745,
1557,1440,0,0,6.89,1416112.79,1100.09,-0.71,13637462,143169,1741,
1563,1437,0,0,6.89,1424168.14,1101.01,-0.71,13637462,143169,1737,
1571,1431,0,0,6.89,1434894.03,1102.21,-0.7,13637462,143169,1732,
1579,1426,0,0,6.89,1445603.22,1103.39,-0.7,13637462,143169,1727,
1585,1423,0,0,6.89,1453624.14,1104.25,-0.7,13637462,143169,1723,
1591,1419,0,0,6.89,1461635.66,1105.1,-0.7,13637462,143169,1719,
1597,1415,0,0,6.89,1469637.75,1105.94,-0.7,13637462,143169,1715,
1601,1413,0,0,6.89,1474967.25,1106.49,-0.7,13637462,143169,1712,
1605,1410,0,0,6.89,1480292.56,1107.03,-0.7,13637462,143169,1710,
1611,1407,0,0,6.89,1488272.66,1107.83,-0.7,13637462,143169,1706,
1619,1402,0,0,6.89,1498898.13,1108.88,-0.7,13637462,143169,1701,
1625,1399,0,0,6.89,1506856.22,1109.65,-0.7,13637462,143169,1697,
1633,1394,0,0,6.89,1517452.32,1110.65,-0.7,13637462,143169,1692,
1641,1389,0,0,6.89,1528031.65,1111.63,-0.7,13637462,143169,1687,
1649,1385,0,0,6.89,1538594.19,1112.59,-0.7,13637462,143169,1683,
1655,1381,0,0,6.89,1546505.09,1113.29,-0.7,13637462,143169,1679,
1663,1377,0,0,6.89,1557038.28,1114.2,-0.7,13637462,143169,1674,
1671,1373,0,0,6.89,1567554.71,1115.1,-0.7,13637462,143169,1669,
1677,1369,0,0,6.89,1575431.03,1115.75,-0.7,13637462,143169,1666,
1683,1366,0,0,6.89,1583297.93,1116.4,-0.7,13637462,143169,1662,
1687,1364,0,0,6.89,1588537.3,1116.82,-0.7,13637462,143169,1660,
1691,1362,0,0,6.89,1593772.49,1117.24,-0.7,13637462,143169,1658,
1697,1359,0,0,6.89,1601617.43,1117.85,-0.7,13637462,143169,1654,
1701,1357,0,0,6.89,1606842.17,1118.25,-0.7,13637462,143169,1652,
1705,1355,0,0,6.89,1612062.73,1118.65,-0.7,13637462,143169,1650,
1709,1353,0,0,6.89,1617279.12,1119.05,-0.7,13637462,143169,1647,
1715,1350,0,0,6.89,1625095.89,1119.63,-0.7,13637462,143169,1644,
1719,1348,0,0,6.89,1630301.85,1120.01,-0.7,13637462,143169,1642,
1723,1346,0,0,6.89,1635503.66,1120.38,-0.69,13637462,143169,1640,
1729,1343,0,0,6.89,1643298.56,1120.94,-0.69,13637462,143169,1636,
1733,1341,0,0,6.89,1648489.96,1121.3,-0.69,13637462,143169,1634,
1739,1338,0,0,6.89,1656269.27,1121.83,-0.69,13637462,143169,1631,
1743,1336,0,0,6.89,1661450.29,1122.19,-0.69,13637462,143169,1628,
1749,1333,0,0,6.89,1669214.05,1122.7,-0.69,13637462,143169,1625,
1753,1331,0,0,6.89,1674384.7,1123.04,-0.69,13637462,143169,1623,
1757,1329,0,0,6.89,1679551.22,1123.38,-0.69,13637462,143169,1621,
1763,1326,0,0,6.89,1687293.25,1123.87,-0.69,13637462,143169,1618,
1767,1324,0,0,6.89,1692449.43,1124.19,-0.69,13637462,143169,1615,
1773,1322,0,0,6.89,1700175.98,1124.67,-0.69,13637462,143169,1612,
1777,1320,0,0,6.89,1705321.86,1124.98,-0.69,13637462,143169,1610,
1781,1318,0,0,6.89,1710463.61,1125.28,-0.69,13637462,143169,1608,
1787,1315,0,0,6.89,1718168.54,1125.74,-0.69,13637462,143169,1605,
1791,1313,0,0,6.89,1723300.03,1126.03,-0.69,13637462,143169,1603,
1795,1312,0,0,6.89,1728427.41,1126.32,-0.69,13637462,143169,1601,
1801,1309,0,0,6.89,1736110.79,1126.75,-0.69,13637462,143169,1597,
1805,1307,0,0,6.89,1741227.93,1127.03,-0.69,13637462,143169,1595,
1811,1305,0,0,6.89,1748895.97,1127.44,-0.69,13637462,143169,1592,
1815,1303,0,0,6.89,1754002.9,1127.71,-0.69,13637462,143169,1590,
1819,1301,0,0,6.89,1759105.75,1127.98,-0.69,13637462,143169,1588,
1825,1299,0,0,6.89,1766752.38,1128.37,-0.69,13637462,143169,1585,
1829,1297,0,0,6.89,1771845.05,1128.63,-0.69,13637462,143169,1583,
1835,1295,0,0,6.89,1779476.44,1129,-0.69,13637462,143169,1580,
1839,1293,0,0,6.89,1784558.97,1129.25,-0.69,13637462,143169,1578,
1843,1291,0,0,6.89,1789637.44,1129.49,-0.69,13637462,143169,1576,
1849,1289,0,0,6.89,1797247.57,1129.84,-0.69,13637462,143169,1573,
1853,1287,0,0,6.89,1802315.94,1130.07,-0.69,13637462,143169,1571,
1859,1285,0,0,6.89,1809910.93,1130.41,-0.68,13637462,143169,1568,
1863,1283,0,0,6.89,1814969.22,1130.63,-0.68,13637462,143169,1566,
1869,1281,0,0,6.89,1822549.13,1130.96,-0.68,13637462,143169,1563,
1873,1279,0,0,6.89,1827597.37,1131.17,-0.68,13637462,143169,1561,
1877,1278,0,0,6.89,1832641.61,1131.38,-0.68,13637462,143169,1559,
1883,1275,0,0,6.89,1840200.47,1131.68,-0.68,13637462,143169,1557,
1887,1274,0,0,6.89,1845234.71,1131.88,-0.68,13637462,143169,1555,
1891,1272,0,0,6.89,1850264.96,1132.08,-0.68,13637462,143169,1553,
1897,1270,0,0,6.89,1857802.86,1132.36,-0.68,13637462,143169,1550,
1901,1269,0,0,6.89,1862823.16,1132.55,-0.68,13637462,143169,1548,
1907,1267,0,0,6.89,1870346.15,1132.82,-0.68,13637462,143169,1545,
1911,1265,0,0,6.89,1875356.52,1133,-0.68,13637462,143169,1543,
1917,1263,0,0,6.89,1882864.66,1133.26,-0.68,13637462,143169,1541,
1925,1260,0,0,6.89,1892861.69,1133.59,-0.68,13637462,143169,1537,
1931,1258,0,0,6.89,1900349.11,1133.83,-0.68,13637462,143169,1534,
1937,1256,0,0,6.89,1907827.68,1134.06,-0.68,13637462,143169,1531,
1943,1254,0,0,6.89,1915297.43,1134.29,-0.68,13637462,143169,1529,
1947,1252,0,0,6.89,1920272.37,1134.43,-0.68,13637462,143169,1527,
1951,1251,0,0,6.89,1925243.39,1134.57,-0.68,13637462,143169,1525,
1957,1249,0,0,6.89,1932692.61,1134.78,-0.68,13637462,143169,1522,
1961,1248,0,0,6.89,1937653.89,1134.92,-0.68,13637462,143169,1520,
1967,1246,0,0,6.89,1945088.51,1135.11,-0.68,13637462,143169,1518,
1971,1244,0,0,6.89,1950040.07,1135.24,-0.68,13637462,143169,1516,
1975,1243,0,0,6.89,1954987.76,1135.36,-0.68,13637462,143169,1514,
1981,1241,0,0,6.89,1962402.03,1135.54,-0.68,13637462,143169,1512,
1985,1240,0,0,6.89,1967340.05,1135.66,-0.68,13637462,143169,1510,
1991,1238,0,0,6.89,1974739.86,1135.82,-0.67,13637462,143169,1507,
1995,1237,0,0,6.89,1979668.25,1135.93,-0.67,13637462,143169,1506,
2001,1235,0,0,6.89,1987053.63,1136.08,-0.67,13637462,143169,1503,
2005,1234,0,0,6.89,1991972.43,1136.18,-0.67,13637462,143169,1501,
2009,1233,0,0,6.89,1996887.4,1136.28,-0.67,13637462,143169,1499,
2015,1231,0,0,6.89,2004252.7,1136.42,-0.67,13637462,143169,1497,
2019,1230,0,0,6.89,2009158.13,1136.51,-0.67,13637462,143169,1495,
2023,1228,0,0,6.89,2014059.75,1136.6,-0.67,13637462,143169,1493,
2029,1227,0,0,6.89,2021405.06,1136.72,-0.67,13637462,143169,1491,
2033,1225,0,0,6.89,2026297.2,1136.8,-0.67,13637462,143169,1489,
2039,1224,0,0,6.89,2033628.3,1136.91,-0.67,13637462,143169,1487,
2043,1223,0,0,6.89,2038510.98,1136.98,-0.67,13637462,143169,1485,
2049,1221,0,0,6.89,2045827.93,1137.09,-0.67,13637462,143169,1483,
2053,1220,0,0,6.89,2050701.19,1137.15,-0.67,13637462,143169,1481,
2059,1218,0,0,6.89,2058004.04,1137.24,-0.67,13637462,143169,1478,
2063,1217,0,0,6.89,2062867.92,1137.3,-0.67,13637462,143169,1477,
2069,1215,0,0,6.89,2070156.73,1137.38,-0.67,13637462,143169,1474,
2073,1214,0,0,6.89,2075011.27,1137.43,-0.67,13637462,143169,1473,
2077,1213,0,0,6.89,2079862.09,1137.48,-0.67,13637462,143169,1471,
2083,1212,0,0,6.89,2087131.33,1137.55,-0.67,13637462,143169,1469,
2087,1211,0,0,6.89,2091972.86,1137.59,-0.67,13637462,143169,1467,
2093,1209,0,0,6.89,2099228.19,1137.65,-0.67,13637462,143169,1465,
2097,1208,0,0,6.89,2104060.46,1137.68,-0.67,13637462,143169,1463,
2103,1207,0,0,6.89,2111301.95,1137.73,-0.67,13637462,143169,1461,
2107,1206,0,0,6.89,2116125,1137.76,-0.67,13637462,143169,1459,
2113,1204,0,0,6.89,2123352.69,1137.79,-0.67,13637462,143169,1457,
2117,1203,0,0,6.89,2128166.57,1137.81,-0.66,13637462,143169,1455,
2121,1202,0,0,6.89,2132976.78,1137.83,-0.66,13637462,143169,1454,
2127,1201,0,0,6.89,2140185.25,1137.86,-0.66,13637462,143169,1451,
2131,1200,0,0,6.89,2144986.34,1137.87,-0.66,13637462,143169,1450,
2135,1199,0,0,6.89,2149783.79,1137.88,-0.66,13637462,143169,1448,
2141,1198,0,0,6.89,2156973.15,1137.89,-0.66,13637462,143169,1446,
2145,1197,0,0,6.89,2161761.52,1137.9,-0.66,13637462,143169,1444,
2151,1195,0,0,6.89,2168937.3,1137.9,-0.66,13637462,143169,1442,
2155,1194,0,0,6.89,2173716.64,1137.9,-0.66,13637462,143169,1440,
2161,1193,0,0,6.89,2180878.89,1137.89,-0.66,13637462,143169,1438,
2165,1192,0,0,6.89,2185649.23,1137.88,-0.66,13637462,143169,1437,
2171,1191,0,0,6.89,2192798.01,1137.87,-0.66,13637462,143169,1434,
2175,1190,0,0,6.89,2197559.39,1137.85,-0.66,13637462,143169,1433,
2179,1189,0,0,6.89,2202317.19,1137.84,-0.66,13637462,143169,1431,
2185,1188,0,0,6.89,2209447.2,1137.81,-0.66,13637462,143169,1429,
2189,1187,0,0,6.89,2214196.1,1137.79,-0.66,13637462,143169,1428,
2193,1186,0,0,6.89,2218941.44,1137.76,-0.66,13637462,143169,1426,
2199,1185,0,0,6.89,2226052.79,1137.72,-0.66,13637462,143169,1424,
2205,1184,0,0,6.89,2233156.19,1137.68,-0.66,13637462,143169,1422,
2209,1183,0,0,6.89,2237887.38,1137.64,-0.66,13637462,143169,1420,
2213,1182,0,0,6.89,2242615.04,1137.61,-0.66,13637462,143169,1419,
2219,1181,0,0,6.89,2249699.94,1137.55,-0.66,13637462,143169,1417,
2223,1180,0,0,6.89,2254418.81,1137.51,-0.66,13637462,143169,1415,
2229,1179,0,0,6.89,2261490.56,1137.45,-0.66,13637462,143169,1413,
2233,1178,0,0,6.89,2266200.69,1137.4,-0.66,13637462,143169,1412,
2239,1177,0,0,6.89,2273259.35,1137.33,-0.66,13637462,143169,1410,
2243,1177,0,0,6.89,2277960.77,1137.28,-0.66,13637462,143169,1408,
2249,1176,0,0,6.89,2285006.39,1137.19,-0.65,13637462,143169,1406,
2257,1174,0,0,6.89,2294388.43,1137.08,-0.65,13637462,143169,1403,
2263,1173,0,0,6.89,2301415.89,1136.99,-0.65,13637462,143169,1401,
2269,1172,0,0,6.89,2308435.6,1136.89,-0.65,13637462,143169,1399,
2275,1171,0,0,6.89,2315447.58,1136.79,-0.65,13637462,143169,1397,
2281,1170,0,0,6.89,2322451.85,1136.68,-0.65,13637462,143169,1395,
2285,1169,0,0,6.89,2327117.09,1136.61,-0.65,13637462,143169,1393,
2291,1168,0,0,6.89,2334108.56,1136.5,-0.65,13637462,143169,1391,
2295,1168,0,0,6.89,2338765.28,1136.42,-0.65,13637462,143169,1390,
2301,1167,0,0,6.89,2345743.99,1136.3,-0.65,13637462,143169,1388,
2305,1166,0,0,6.89,2350392.23,1136.21,-0.65,13637462,143169,1387,
2309,1166,0,0,6.89,2355037.08,1136.13,-0.65,13637462,143169,1385,
2315,1165,0,0,6.89,2361998.03,1136,-0.65,13637462,143169,1383,
2319,1164,0,0,6.89,2366634.45,1135.91,-0.65,13637462,143169,1382,
2325,1163,0,0,6.89,2373582.77,1135.77,-0.65,13637462,143169,1380,
2329,1163,0,0,6.89,2378210.79,1135.68,-0.65,13637462,143169,1378,
2335,1162,0,0,6.89,2385146.55,1135.53,-0.65,13637462,143169,1376,
2339,1161,0,0,6.89,2389766.21,1135.43,-0.65,13637462,143169,1375,
2343,1161,0,0,6.89,2394382.54,1135.33,-0.65,13637462,143169,1374,
2349,1160,0,0,6.89,2401300.79,1135.18,-0.65,13637462,143169,1372,
2353,1159,0,0,6.89,2405908.8,1135.07,-0.65,13637462,143169,1371,
2359,1158,0,0,6.89,2412814.61,1134.91,-0.65,13637462,143169,1369,
2363,1158,0,0,6.89,2417414.35,1134.8,-0.65,13637462,143169,1367,
2369,1157,0,0,6.89,2424307.76,1134.63,-0.65,13637462,143169,1365,
2373,1157,0,0,6.89,2428899.26,1134.52,-0.65,13637462,143169,1364,
2379,1156,0,0,6.89,2435780.34,1134.34,-0.64,13637462,143169,1362,
2383,1155,0,0,6.89,2440363.63,1134.22,-0.64,13637462,143169,1361,
2389,1155,0,0,6.89,2447232.43,1134.04,-0.64,13637462,143169,1359,
2393,1154,0,0,6.89,2451807.55,1133.92,-0.64,13637462,143169,1358,
2397,1154,0,0,6.89,2456379.41,1133.79,-0.64,13637462,143169,1356,
2403,1153,0,0,6.89,2463231.1,1133.6,-0.64,13637462,143169,1354,
2409,1152,0,0,6.89,2470075.5,1133.41,-0.64,13637462,143169,1352,
2413,1152,0,0,6.89,2474634.38,1133.27,-0.64,13637462,143169,1351,
2419,1151,0,0,6.89,2481466.64,1133.07,-0.64,13637462,143169,1349,
2423,1151,0,0,6.89,2486017.45,1132.94,-0.64,13637462,143169,1348,
2427,1150,0,0,6.89,2490565.05,1132.8,-0.64,13637462,143169,1347,
2433,1150,0,0,6.89,2497380.42,1132.59,-0.64,13637462,143169,1345,
2437,1149,0,0,6.89,2501920,1132.45,-0.64,13637462,143169,1344,
2443,1149,0,0,6.89,2508723.36,1132.23,-0.64,13637462,143169,1342,
2447,1148,0,0,6.89,2513254.95,1132.09,-0.64,13637462,143169,1341,
2453,1148,0,0,6.89,2520046.37,1131.87,-0.64,13637462,143169,1339,
2457,1147,0,0,6.89,2524570.01,1131.72,-0.64,13637462,143169,1338,
2463,1147,0,0,6.89,2531349.52,1131.49,-0.64,13637462,143169,1336,
2467,1146,0,0,6.89,2535865.25,1131.33,-0.64,13637462,143169,1335,
2473,1146,0,0,6.89,2542632.91,1131.1,-0.64,13637462,143169,1333,
2477,1146,0,0,6.89,2547140.74,1130.94,-0.64,13637462,143169,1331,
2481,1145,0,0,6.89,2551645.44,1130.78,-0.64,13637462,143169,1330,
2487,1145,0,0,6.89,2558396.59,1130.54,-0.64,13637462,143169,1328,
2491,1144,0,0,6.89,2562893.45,1130.38,-0.64,13637462,143169,1327,
2497,1144,0,0,6.89,2569632.87,1130.13,-0.64,13637462,143169,1325,
2503,1143,0,0,6.89,2576365.28,1129.88,-0.64,13637462,143169,1324,
2507,1143,0,0,6.89,2580849.66,1129.71,-0.64,13637462,143169,1323,
2513,1143,0,0,6.89,2587570.42,1129.45,-0.64,13637462,143169,1321,
2517,1142,0,0,6.89,2592047.05,1129.28,-0.63,13637462,143169,1320,
2521,1142,0,0,6.89,2596520.59,1129.11,-0.63,13637462,143169,1318,
2527,1142,0,0,6.89,2603225.12,1128.84,-0.63,13637462,143169,1317,
2531,1141,0,0,6.89,2607690.95,1128.67,-0.63,13637462,143169,1315,
2537,1141,0,0,6.89,2614383.94,1128.4,-0.63,13637462,143169,1314,
2541,1141,0,0,6.89,2618842.1,1128.21,-0.63,13637462,143169,1313,
2547,1140,0,0,6.89,2625523.61,1127.94,-0.63,13637462,143169,1311,
2551,1140,0,0,6.89,2629974.13,1127.75,-0.63,13637462,143169,1310,
2557,1140,0,0,6.89,2636644.2,1127.47,-0.63,13637462,143169,1308,
2563,1139,0,0,6.89,2643307.43,1127.19,-0.63,13637462,143169,1306,
2571,1139,0,0,6.89,2652181.12,1126.81,-0.63,13637462,143169,1304,
2577,1139,0,0,6.89,2658828.46,1126.52,-0.63,13637462,143169,1302,
2585,1138,0,0,6.89,2667681.03,1126.12,-0.63,13637462,143169,1300,
2593,1138,0,0,6.89,2676521.58,1125.72,-0.63,13637462,143169,1298,
2601,1137,0,0,6.89,2685350.15,1125.32,-0.63,13637462,143169,1296,
2609,1137,0,0,6.89,2694166.79,1124.91,-0.63,13637462,143169,1293,
2617,1137,0,0,6.89,2702971.53,1124.5,-0.63,13637462,143169,1291,
2625,1136,0,0,6.89,2711764.41,1124.08,-0.63,13637462,143169,1289,
2633,1136,0,0,6.89,2720545.48,1123.65,-0.63,13637462,143169,1287,
2641,1136,0,0,6.89,2729314.76,1123.22,-0.63,13637462,143169,1285,
2649,1135,0,0,6.89,2738072.31,1122.79,-0.63,13637462,143169,1282,
2657,1135,0,0,6.89,2746818.16,1122.35,-0.63,13637462,143169,1280,
2663,1135,0,0,6.89,2753369.89,1122.02,-0.62,13637462,143169,1279,
2669,1135,0,0,6.89,2759915.07,1121.68,-0.62,13637462,143169,1277,
2675,1135,0,0,6.89,2766453.73,1121.34,-0.62,13637462,143169,1275,
2679,1135,0,0,6.89,2770809.22,1121.12,-0.62,13637462,143169,1274,
2685,1134,0,0,6.89,2777337.04,1120.77,-0.62,13637462,143169,1273,
2689,1134,0,0,6.89,2781685.31,1120.54,-0.62,13637462,143169,1272,
2695,1134,0,0,6.89,2788202.33,1120.19,-0.62,13637462,143169,1270,
2701,1134,0,0,6.89,2794712.89,1119.84,-0.62,13637462,143169,1269,
2707,1134,0,0,6.89,2801217.01,1119.49,-0.62,13637462,143169,1267,
2711,1134,0,0,6.89,2805549.52,1119.25,-0.62,13637462,143169,1266,
2715,1134,0,0,6.89,2809879.18,1119.02,-0.62,13637462,143169,1265,
2721,1134,0,0,6.89,2816368.33,1118.66,-0.62,13637462,143169,1263,
2725,1134,0,0,6.89,2820690.88,1118.41,-0.62,13637462,143169,1262,
2731,1134,0,0,6.89,2827169.39,1118.05,-0.62,13637462,143169,1261,
2735,1134,0,0,6.89,2831484.86,1117.81,-0.62,13637462,143169,1260,
2741,1134,0,0,6.89,2837952.77,1117.44,-0.62,13637462,143169,1258,
2745,1134,0,0,6.89,2842261.2,1117.19,-0.62,13637462,143169,1257,
2749,1134,0,0,6.89,2846566.81,1116.94,-0.62,13637462,143169,1256,
2755,1134,0,0,6.89,2853019.96,1116.57,-0.62,13637462,143169,1255,
2759,1134,0,0,6.89,2857318.56,1116.32,-0.62,13637462,143169,1254,
2765,1134,0,0,6.89,2863761.22,1115.94,-0.62,13637462,143169,1252,
2771,1134,0,0,6.89,2870197.6,1115.56,-0.62,13637462,143169,1251,
2775,1134,0,0,6.89,2874485.05,1115.31,-0.62,13637462,143169,1250,
2781,1134,0,0,6.89,2880911.01,1114.92,-0.62,13637462,143169,1248,
2785,1134,0,0,6.89,2885191.52,1114.66,-0.62,13637462,143169,1247,
2789,1134,0,0,6.89,2889469.26,1114.4,-0.62,13637462,143169,1246,
2795,1134,0,0,6.89,2895880.7,1114.01,-0.62,13637462,143169,1245,
2799,1134,0,0,6.89,2900151.54,1113.75,-0.62,13637462,143169,1244,
2805,1134,0,0,6.89,2906552.65,1113.36,-0.62,13637462,143169,1242,
2809,1134,0,0,6.89,2910816.63,1113.09,-0.61,13637462,143169,1241,
2815,1134,0,0,6.89,2917207.46,1112.7,-0.61,13637462,143169,1240,
2819,1134,0,0,6.89,2921464.6,1112.43,-0.61,13637462,143169,1239,
2825,1134,0,0,6.89,2927845.18,1112.03,-0.61,13637462,143169,1237,
2829,1134,0,0,6.89,2932095.51,1111.76,-0.61,13637462,143169,1236,
2835,1134,0,0,6.89,2938465.89,1111.35,-0.61,13637462,143169,1235,
2841,1134,0,0,6.89,2944830.18,1110.94,-0.61,13637462,143169,1233,
2845,1134,0,0,6.89,2949069.66,1110.67,-0.61,13637462,143169,1232,
2851,1135,0,0,6.89,2955423.81,1110.26,-0.61,13637462,143169,1231,
2857,1135,0,0,6.89,2961771.9,1109.84,-0.61,13637462,143169,1229,
2861,1135,0,0,6.89,2966000.6,1109.56,-0.61,13637462,143169,1229,
2867,1135,0,0,6.89,2972338.62,1109.14,-0.61,13637462,143169,1227,
2873,1135,0,0,6.89,2978670.62,1108.72,-0.61,13637462,143169,1226,
2881,1135,0,0,6.89,2987103.94,1108.16,-0.61,13637462,143169,1224,
2887,1135,0,0,6.89,2993421.94,1107.73,-0.61,13637462,143169,1222,
2893,1136,0,0,6.89,2999733.96,1107.31,-0.61,13637462,143169,1221,
2899,1136,0,0,6.89,3006040.02,1106.88,-0.61,13637462,143169,1220,
2905,1136,0,0,6.89,3012340.14,1106.44,-0.61,13637462,143169,1218,
2911,1136,0,0,6.89,3018634.32,1106.01,-0.61,13637462,143169,1217,
2917,1136,0,0,6.89,3024922.59,1105.57,-0.61,13637462,143169,1215,
2923,1137,0,0,6.89,3031204.94,1105.13,-0.61,13637462,143169,1214,
2927,1137,0,0,6.89,3035389.91,1104.84,-0.61,13637462,143169,1213,
2933,1137,0,0,6.89,3041662.46,1104.4,-0.61,13637462,143169,1212,
2939,1137,0,0,6.89,3047929.14,1103.95,-0.61,13637462,143169,1210,
2943,1138,0,0,6.89,3052103.67,1103.66,-0.61,13637462,143169,1209,
2949,1138,0,0,6.89,3058360.6,1103.21,-0.61,13637462,143169,1208,
2955,1138,0,0,6.89,3064611.7,1102.76,-0.61,13637462,143169,1207,
2961,1138,0,0,6.89,3070856.98,1102.31,-0.61,13637462,143169,1205,
2965,1138,0,0,6.89,3075017.27,1102,-0.61,13637462,143169,1204,
2971,1139,0,0,6.89,3081252.89,1101.55,-0.6,13637462,143169,1203,
2975,1139,0,0,6.89,3085406.75,1101.24,-0.6,13637462,143169,1202,
2981,1139,0,0,6.89,3091632.73,1100.79,-0.6,13637462,143169,1201,
2985,1139,0,0,6.89,3095780.19,1100.48,-0.6,13637462,143169,1200,
2991,1140,0,0,6.89,3101996.58,1100.02,-0.6,13637462,143169,1199,
2995,1140,0,0,6.89,3106137.66,1099.71,-0.6,13637462,143169,1198,
3001,1140,0,0,6.89,3112344.5,1099.24,-0.6,13637462,143169,1196,
3007,1141,0,0,6.89,3118545.62,1098.78,-0.6,13637462,143169,1195,
3011,1141,0,0,6.89,3122676.54,1098.46,-0.6,13637462,143169,1194,
3015,1141,0,0,6.89,3126804.92,1098.15,-0.6,13637462,143169,1193,
3021,1141,0,0,6.89,3132992.76,1097.68,-0.6,13637462,143169,1192,
3025,1142,0,0,6.89,3137114.84,1097.36,-0.6,13637462,143169,1191,
3031,1142,0,0,6.89,3143293.24,1096.89,-0.6,13637462,143169,1190,
3035,1142,0,0,6.89,3147409.03,1096.57,-0.6,13637462,143169,1189,
3039,1142,0,0,6.89,3151522.31,1096.25,-0.6,13637462,143169,1188,
3045,1143,0,0,6.89,3157687.55,1095.77,-0.6,13637462,143169,1187,
3051,1143,0,0,6.89,3163847.16,1095.29,-0.6,13637462,143169,1185,
3057,1144,0,0,6.89,3170001.17,1094.81,-0.6,13637462,143169,1184,
3061,1144,0,0,6.89,3174100.74,1094.49,-0.6,13637462,143169,1183,
3067,1144,0,0,6.89,3180245.43,1094,-0.6,13637462,143169,1182,
3073,1145,0,0,6.89,3186384.55,1093.51,-0.6,13637462,143169,1181,
3079,1145,0,0,6.89,3192518.11,1093.02,-0.6,13637462,143169,1179,
3083,1145,0,0,6.89,3196604.07,1092.7,-0.6,13637462,143169,1179,
3089,1146,0,0,6.89,3202728.4,1092.2,-0.6,13637462,143169,1177,
3097,1146,0,0,6.89,3210885.57,1091.54,-0.6,13637462,143169,1176,
3103,1147,0,0,6.89,3216997.02,1091.05,-0.6,13637462,143169,1174,
3109,1147,0,0,6.89,3223102.97,1090.55,-0.6,13637462,143169,1173,
3115,1148,0,0,6.89,3229203.44,1090.05,-0.6,13637462,143169,1172,
3121,1148,0,0,6.89,3235298.44,1089.55,-0.6,13637462,143169,1171,
3127,1149,0,0,6.89,3241387.97,1089.04,-0.6,13637462,143169,1169,
3133,1149,0,0,6.89,3247472.06,1088.54,-0.59,13637462,143169,1168,
3137,1149,0,0,6.89,3251525.1,1088.2,-0.59,13637462,143169,1167,
3143,1150,0,0,6.89,3257600.14,1087.69,-0.59,13637462,143169,1166,
3149,1150,0,0,6.89,3263669.76,1087.18,-0.59,13637462,143169,1165,
3153,1151,0,0,6.89,3267713.17,1086.84,-0.59,13637462,143169,1164,
3159,1151,0,0,6.89,3273773.8,1086.33,-0.59,13637462,143169,1163,
3165,1152,0,0,6.89,3279829.04,1085.81,-0.59,13637462,143169,1161,
3169,1152,0,0,6.89,3283862.88,1085.47,-0.59,13637462,143169,1161,
3175,1152,0,0,6.89,3289909.18,1084.95,-0.59,13637462,143169,1159,
3179,1153,0,0,6.89,3293937.07,1084.6,-0.59,13637462,143169,1159,
3185,1153,0,0,6.89,3299974.45,1084.08,-0.59,13637462,143169,1157,
3191,1154,0,0,6.89,3306006.5,1083.56,-0.59,13637462,143169,1156,
3195,1154,0,0,6.89,3310024.92,1083.21,-0.59,13637462,143169,1155,
3199,1155,0,0,6.89,3314040.97,1082.86,-0.59,13637462,143169,1155,
3205,1155,0,0,6.89,3320060.63,1082.34,-0.59,13637462,143169,1153,
3209,1155,0,0,6.89,3324070.79,1081.99,-0.59,13637462,143169,1153,
3215,1156,0,0,6.89,3330081.64,1081.46,-0.59,13637462,143169,1151,
3219,1156,0,0,6.89,3334085.94,1081.11,-0.59,13637462,143169,1151,
3225,1157,0,0,6.89,3340088,1080.57,-0.59,13637462,143169,1149,
3231,1157,0,0,6.89,3346084.81,1080.04,-0.59,13637462,143169,1148,
3235,1158,0,0,6.89,3350079.77,1079.69,-0.59,13637462,143169,1147,
3241,1158,0,0,6.89,3356067.85,1079.15,-0.59,13637462,143169,1146,
3245,1159,0,0,6.89,3360057,1078.79,-0.59,13637462,143169,1145,
3251,1159,0,0,6.89,3366036.39,1078.26,-0.59,13637462,143169,1144,
3255,1160,0,0,6.89,3370019.75,1077.9,-0.59,13637462,143169,1144,
3261,1160,0,0,6.89,3375990.46,1077.36,-0.59,13637462,143169,1142,
3265,1161,0,0,6.89,3379968.06,1077,-0.59,13637462,143169,1142,
3271,1161,0,0,6.89,3385930.14,1076.45,-0.59,13637462,143169,1140,
3277,1162,0,0,6.89,3391887.05,1075.91,-0.59,13637462,143169,1139,
3281,1162,0,0,6.89,3395855.46,1075.55,-0.59,13637462,143169,1138,
3287,1163,0,0,6.89,3401803.79,1075,-0.59,13637462,143169,1137,
3291,1163,0,0,6.89,3405766.49,1074.63,-0.59,13637462,143169,1137,
3297,1164,0,0,6.89,3411706.26,1074.08,-0.59,13637462,143169,1135,
3303,1165,0,0,6.89,3417640.91,1073.53,-0.58,13637462,143169,1134,
3311,1165,0,0,6.89,3425545.84,1072.8,-0.58,13637462,143169,1133,
3317,1166,0,0,6.89,3431468.6,1072.24,-0.58,13637462,143169,1132,
3323,1167,0,0,6.89,3437386.27,1071.69,-0.58,13637462,143169,1130,
3329,1167,0,0,6.89,3443298.87,1071.13,-0.58,13637462,143169,1129,
3335,1168,0,0,6.89,3449206.42,1070.57,-0.58,13637462,143169,1128,
3339,1168,0,0,6.89,3453141.97,1070.2,-0.58,13637462,143169,1127,
