Time,Velocity,GForce,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Apoapsis,Periapsis,OrbitalVelocity,
1,3,1.73,1.88,127.47,106.3,0,-0.1,84,0,175,
2,11,1.92,1.92,126.26,113.31,0,-0.1,97,0,175,
3,21,1.94,1.94,124.99,129.88,0,-0.1,129,0,176,
4,30,1.96,1.96,123.77,154.9,0,-0.1,178,0,177,
5,40,1.98,1.98,122.5,190.61,0,-0.1,249,0,179,
6,49,2,2,121.29,234.39,0,-0.1,337,0,182,
7,60,2.02,2.03,120.02,290.02,0,-0.1,449,0,185,
8,70,2.04,2.05,118.8,353.35,0,-0.1,579,0,188,
9,80,2.06,2.08,117.54,429.74,0,-0.1,737,0,192,
10,90,2.08,2.1,116.32,513.4,0,-0.1,911,0,197,
11,101,2.1,2.13,115.05,611.4,0,-0.1,1118,0,202,
12,112,2.12,2.16,113.83,716.24,0,-0.1,1342,0,208,
13,124,2.15,2.19,112.57,836.72,0,-0.1,1602,0,214,
14,135,2.17,2.21,111.35,963.61,0,-0.1,1879,0,221,
15,147,2.19,2.24,110.08,1107.51,0,-0.1,2198,0,228,
16,159,2.22,2.27,108.86,1257.37,0.01,-0.1,2533,0,236,
17,171,2.25,2.31,107.6,1425.7,0.01,-0.1,2915,0,244,
18,183,2.27,2.34,106.38,1599.53,0.01,-0.1,3315,0,253,
19,196,2.3,2.38,105.11,1793.35,0.01,-0.1,3766,0,262,
20,209,2.33,2.41,103.9,1992.21,0.01,-0.1,4236,0,272,
21,223,2.36,2.45,102.63,2212.65,0.01,-0.1,4763,0,282,
22,236,2.39,2.48,101.41,2437.66,0.02,-0.1,5310,0,293,
23,250,2.42,2.52,100.14,2685.92,0.02,-0.1,5922,0,305,
24,264,2.45,2.57,98.93,2938.24,0.02,-0.1,6552,0,316,
25,279,2.48,2.61,97.66,3215.55,0.02,-0.1,7256,0,328,
26,294,2.51,2.65,96.44,3496.42,0.03,-0.1,7981,0,341,
27,309,2.56,2.69,95.18,3804.16,0.03,-0.1,8789,0,354,
28,325,2.6,2.73,93.96,4115.03,0.03,-0.1,9621,0,368,
29,342,2.65,2.78,92.67,4461.69,0.04,-0.1,10570,0,383,
30,358,2.7,2.83,91.47,4797.49,0.04,-0.1,11509,0,397,
31,375,2.74,2.88,90.21,5171.42,0.05,-0.1,12576,0,413,
32,393,2.79,2.92,88.96,5555.58,0.05,-0.1,13694,0,429,
33,411,2.84,2.98,87.72,5957.61,0.05,-0.1,14889,0,445,
34,429,2.89,3.02,86.51,6369.43,0.06,-0.1,16141,0,462,
35,449,2.95,3.08,85.24,6817.34,0.07,-0.1,17534,0,480,
36,468,3,3.14,84.02,7266.77,0.07,-0.1,18965,0,498,
37,489,3.07,3.2,82.73,7764.78,0.08,-0.1,20591,0,518,
38,510,3.13,3.25,81.51,8254.52,0.08,-0.1,22232,0,538,
39,532,3.19,3.31,80.27,8775.35,0.09,-0.1,24023,0,558,
40,554,3.26,3.38,79.03,9318.16,0.1,-0.1,25938,0,579,
41,577,3.33,3.43,77.76,9895.14,0.11,-0.1,28030,0,602,
42,600,3.39,3.5,76.54,10472.32,0.11,-0.1,30178,0,624,
43,625,3.45,3.57,75.3,11084.98,0.12,-0.1,32517,0,647,
44,649,3.52,3.63,74.08,11709.24,0.13,-0.1,34965,0,671,
45,675,3.59,3.7,72.82,12384.77,0.14,-0.1,37687,0,696,
46,701,3.66,3.77,71.6,13059.26,0.15,-0.1,40484,0,721,
47,729,3.74,3.84,70.31,13803.11,0.16,-0.1,43662,0,748,
48,757,3.82,3.92,69.09,14531.27,0.17,-0.1,46871,0,775,
49,785,3.9,4,67.85,15302.31,0.18,-0.1,50376,0,803,
50,814,3.98,4.06,66.63,16086.17,0.2,-0.1,54054,0,831,
51,846,4.07,4.15,65.34,16949.5,0.21,-0.1,58244,0,862,
52,876,4.15,4.24,64.15,17776.02,0.22,-0.1,62394,0,891,
53,909,4.25,4.31,62.88,18686.24,0.24,-0.1,67127,0,924,
54,941,4.34,4.41,61.66,19592.78,0.25,-0.1,72014,0,955,
55,976,4.44,4.51,60.39,20570.59,0.26,-0.1,77486,0,990,
56,1011,4.54,4.59,59.15,21564.19,0.28,-0.1,83269,0,1024,
57,1047,4.64,4.7,57.91,22593.43,0.3,-0.1,89507,0,1060,
58,1084,4.75,4.81,56.69,23637.69,0.31,-0.1,96103,0,1096,
59,1123,4.86,4.91,55.43,24763.14,0.33,-0.1,103526,0,1135,
60,1162,4.98,5.03,54.21,25882.6,0.35,-0.1,111248,0,1173,
61,1204,5.1,5.15,52.92,27112.75,0.37,-0.1,120147,0,1215,
62,1244,5.23,5.26,51.72,28287.97,0.38,-0.1,129077,0,1255,
63,1289,5.36,5.4,50.43,29605.48,0.4,-0.1,139618,0,1299,
64,1299,0.03,0,30.47,30853.8,0.42,-0.1,143431,0,1310,
65,1290,0.03,0,30.47,32174.24,0.44,-0.1,143361,0,1300,
66,1284,0.58,0.8,30.45,33434.37,0.47,-0.1,143787,0,1294,
67,1283,0.79,0.81,30.37,34742.97,0.49,-0.1,145373,0,1293,
68,1282,0.79,0.81,30.29,35999.27,0.51,-0.1,146914,0,1292,
69,1281,0.8,0.81,30.21,37305.91,0.53,-0.1,148534,0,1291,
70,1280,0.8,0.81,30.13,38560.5,0.55,-0.1,150103,0,1290,
71,1279,0.8,0.81,30.05,39865.5,0.58,-0.1,151751,0,1289,
72,1279,0.81,0.82,29.97,41118.62,0.6,-0.1,153345,0,1289,
73,1278,0.81,0.82,29.89,42422.22,0.63,-0.1,155016,0,1288,
74,1277,0.81,0.82,29.81,43674.12,0.65,-0.1,156633,0,1287,
75,1277,0.82,0.82,29.73,44976.56,0.67,-0.1,158329,0,1287,
76,1276,0.82,0.82,29.66,46227.45,0.7,-0.1,159969,0,1287,
77,1276,0.82,0.83,29.58,47528.95,0.72,-0.1,161689,0,1286,
78,1276,0.82,0.83,29.5,48779.03,0.75,-0.1,163351,0,1286,
79,1275,0.83,0.83,29.42,50079.78,0.77,-0.1,165093,0,1286,
80,1275,0.83,0.83,29.34,51329.22,0.79,-0.1,166774,0,1286,
81,1275,0.83,0.84,29.26,52629.38,0.81,-0.1,168533,0,1286,
82,1275,0.84,0.84,29.18,53878.31,0.83,-0.1,170230,0,1285,
83,1274,0.84,0.84,29.1,55177.97,0.85,-0.1,172002,0,1285,
84,1274,0.84,0.84,29.03,56426.46,0.87,-0.1,173708,0,1286,
85,1274,0.84,0.85,28.94,57725.66,0.89,-0.1,175484,0,1286,
86,1274,0.85,0.85,28.87,58973.65,0.9,-0.1,177188,0,1286,
87,1273,0.85,0.85,28.79,60297.7,0.91,-0.1,178987,0,1286,
88,1273,0.85,0.85,28.71,61544.91,0.92,-0.1,180661,0,1286,
89,1272,0.85,0.85,28.63,62817,0.93,-0.1,182334,0,1286,
90,1271,0.86,0.86,28.55,64063,0.94,-0.1,183937,0,1285,
91,1270,0.86,0.86,28.47,65358.95,0.94,-0.1,185568,0,1285,
92,1269,0.86,0.86,28.39,66603,0.94,-0.1,187094,0,1285,
93,1268,0.86,0.86,28.31,67896.42,0.93,-0.11,188630,0,1284,
94,1266,0.87,0.87,28.24,69137.53,0.92,-0.11,190042,0,1283,
95,1264,0.87,0.87,28.16,70427.37,0.91,-0.11,191438,0,1282,
96,1262,0.87,0.87,28.08,71664.58,0.89,-0.11,192708,0,1281,
97,1259,0.87,0.87,28,72949.73,0.86,-0.11,193966,0,1280,
98,1257,0.88,0.88,27.92,74181.58,0.83,-0.11,195097,0,1278,
99,1253,0.88,0.88,27.84,75485.34,0.79,-0.11,196193,0,1276,
100,1250,0.88,0.88,27.76,76685.11,0.75,-0.11,197084,0,1273,
101,1245,0.88,0.88,27.68,77955.52,0.7,-0.11,197887,0,1270,
102,1241,0.89,0.89,27.6,79171.45,0.65,-0.11,198529,0,1267,
103,1236,0.89,0.89,27.52,80431.61,0.59,-0.11,199082,0,1263,
104,1230,0.89,0.89,27.45,81636.75,0.52,-0.11,199522,0,1259,
105,1224,0.89,0.89,27.37,82884.92,0.45,-0.11,199906,0,1255,
106,1218,0.9,0.9,27.29,84077.97,0.38,-0.11,200225,0,1250,
107,1212,0.9,0.9,27.21,85312.95,0.3,-0.11,200514,0,1246,
108,1206,0.9,0.9,27.13,86492.84,0.22,-0.11,200753,0,1241,
109,1200,0.9,0.9,27.05,87713.75,0.16,-0.11,200957,0,1236,
110,1194,0.91,0.91,26.97,88879.73,0.16,-0.11,201102,0,1232,
111,1187,0.91,0.91,26.89,90085.75,0.22,-0.11,201195,0,1227,
112,1180,0.91,0.91,26.81,91237.13,0.32,-0.11,201236,0,1222,
113,1173,0.91,0.92,26.73,92427.77,0.45,-0.11,201254,0,1216,
114,1167,0.92,0.92,26.66,93564.22,0.57,-0.11,201274,0,1212,
115,1160,0.92,0.92,26.57,94762.34,0.72,-0.11,201328,0,1207,
116,1155,0.92,0.92,26.5,95861.17,0.86,-0.11,201428,0,1202,
117,1149,0.93,0.93,26.42,97021.25,1.02,-0.11,201584,0,1198,
118,1143,0.93,0.93,26.34,98151.31,1.18,-0.12,201758,0,1195,
119,1138,0.93,0.93,26.26,99274.26,1.35,-0.12,201930,0,1191,
120,1132,0.93,0.93,26.18,100367.94,1.52,-0.12,202076,0,1187,
121,1127,0.94,0.94,26.1,101499.09,1.71,-0.12,202209,0,1183,
122,1121,0.95,0.94,26.02,102604.28,1.9,-0.12,202343,0,1180,
123,1116,0.95,0.94,25.94,103703.28,2.1,-0.12,202484,0,1177,
124,1111,0.95,0.95,25.86,104812.81,2.3,-0.12,202621,0,1173,
125,1106,0.96,0.95,25.78,105937.3,2.53,-0.12,202779,0,1170,
126,1101,0.95,0.95,25.71,106967.84,2.73,-0.12,202913,0,1167,
127,1096,0.95,0.95,25.63,108055.75,2.96,-0.12,203062,0,1164,
128,1092,0.96,0.96,25.54,109136.45,3.2,-0.12,203218,0,1161,
129,1087,0.96,0.96,25.47,110147.03,3.43,-0.12,203368,0,1159,
130,1083,0.96,0.96,25.39,111213.86,3.67,-0.12,203528,0,1156,
131,1079,0.97,0.97,25.31,112273.59,3.93,-0.12,203690,0,1154,
132,1075,0.97,0.97,25.23,113264.52,4.18,-0.12,203844,0,1152,
133,1071,0.97,0.97,25.15,114310.58,4.45,-0.12,204010,0,1150,
134,1067,0.97,0.98,25.07,115349.64,4.72,-0.12,204181,0,1148,
135,1063,0.98,0.98,25,116321.23,4.99,-0.12,204348,0,1146,
136,1060,0.98,0.98,24.91,117346.86,5.28,-0.12,204533,0,1145,
137,1056,0.98,0.99,24.83,118425.34,5.6,-0.13,204735,0,1143,
138,1053,0.99,0.99,24.76,119318.25,5.86,-0.13,204908,0,1142,
139,1050,0.99,0.99,24.68,120323.85,6.17,-0.13,205108,0,1141,
140,1047,0.99,0.99,24.6,121322.72,6.49,-0.13,205309,0,1140,
141,1044,1,1,24.52,122256.72,6.8,-0.13,205500,0,1139,
142,1042,1,1,24.44,123242.64,7.13,-0.13,205706,0,1139,
143,1039,1,1,24.36,124221.93,7.47,-0.13,205916,0,1138,
144,1037,1.01,1.01,24.28,125137.62,7.79,-0.13,206120,0,1138,
145,1035,1.01,1.01,24.2,126104.2,8.15,-0.13,206342,0,1138,
146,1033,1.01,1.01,24.12,127064.29,8.51,-0.13,206571,0,1138,
147,1031,1.02,1.02,24.05,127962.04,8.85,-0.13,206792,0,1138,
148,1029,1.02,1.02,23.97,128909.7,9.23,-0.13,207031,0,1138,
149,1028,1.02,1.02,23.89,129851,9.61,-0.13,207273,0,1138,
150,1026,1.03,1.03,23.81,130731.18,9.97,-0.13,207504,0,1139,
151,1025,1.03,1.03,23.73,131660.28,10.37,-0.13,207752,0,1140,
152,1024,1.03,1.03,23.65,132637.25,10.79,-0.13,208020,0,1141,
153,1023,1.04,1.04,23.57,133446.1,11.15,-0.14,208248,0,1142,
154,1022,1.04,1.04,23.49,134357.02,11.57,-0.14,208512,0,1143,
155,1022,1.04,1.04,23.41,135261.84,11.99,-0.14,208783,0,1144,
156,1021,1.05,1.05,23.33,136160.64,12.42,-0.14,209060,0,1146,
157,1021,1.05,1.05,23.26,137001.09,12.83,-0.14,209326,0,1148,
158,1021,1.05,1.06,23.18,137888.3,13.28,-0.14,209614,0,1150,
159,1021,1.05,1.06,23.1,138739.33,13.71,-0.14,209885,0,1151,
160,1021,1.04,1.06,23.02,139550.42,14.13,-0.14,210124,0,1153,
161,1022,1.07,1.07,22.95,140392.12,14.58,-0.14,210410,0,1156,
162,1022,1.07,1.07,22.87,141239.56,15.04,-0.14,210704,0,1158,
163,1023,1.07,1.07,22.79,142081.33,15.51,-0.14,210985,0,1161,
164,1024,1.08,1.08,22.71,142917.43,15.99,-0.14,211248,0,1163,
165,1025,1.08,1.08,22.63,143747.72,16.47,-0.14,211485,0,1166,
166,1026,1.08,1.08,22.55,144588.59,16.97,-0.14,211704,0,1169,
167,1026,1.09,1.09,22.47,145390.51,17.46,-0.14,211888,0,1171,
168,1027,1.09,1.09,22.39,146202.56,17.97,-0.15,212033,0,1174,
169,1028,1.1,1.1,22.31,147008,18.48,-0.15,212114,0,1176,
170,1028,1.1,1.1,22.23,147822.44,19.01,-0.15,212112,0,1179,
171,1029,1.1,1.1,22.16,148597.84,19.52,-0.15,212032,0,1181,
172,1029,1.11,1.11,22.08,149381.59,20.06,-0.15,211890,0,1183,
173,1029,1.11,1.11,22,150157.54,20.6,-0.15,211712,0,1185,
174,1029,1.12,1.12,21.92,150925.59,21.15,-0.15,211524,0,1187,
175,1029,1.12,1.12,21.84,151700.89,21.71,-0.15,211348,0,1189,
176,1030,1.12,1.12,21.76,152453.25,22.27,-0.15,211222,0,1192,
177,1032,1.13,1.13,21.68,153183.46,22.83,-0.15,211171,0,1195,
178,1034,1.13,1.13,21.6,153921.65,23.41,-0.15,211212,0,1199,
179,1036,1.14,1.14,21.53,154653.2,23.99,-0.15,211327,0,1203,
180,1040,1.16,1.14,21.44,155397.16,24.6,-0.15,211502,0,1208,
181,1043,1.16,1.14,21.36,156141.12,25.22,-0.16,211719,0,1213,
182,1046,1.17,1.15,21.28,156868.2,25.84,-0.16,211907,0,1218,
183,1050,1.16,1.15,21.2,157602.7,26.48,-0.16,212039,0,1223,
184,1053,1.16,1.16,21.12,158275.2,27.07,-0.16,212119,0,1227,
185,1057,1.16,1.16,21.04,158997.1,27.73,-0.16,212180,0,1232,
186,1060,1.17,1.17,20.96,159711.96,28.39,-0.16,212225,0,1238,
187,1064,1.17,1.17,20.88,160365.51,29.01,-0.16,212259,0,1242,
188,1067,1.17,1.18,20.81,161013,29.63,-0.16,212290,0,1247,
189,1071,1.18,1.18,20.73,161707.63,30.32,-0.16,212330,0,1253,
190,1075,1.18,1.18,20.65,162342.6,30.96,-0.16,212381,0,1258,
191,1080,1.19,1.19,20.57,163023.84,31.66,-0.16,212457,0,1264,
192,1085,1.19,1.19,20.49,163698.28,32.36,-0.16,212553,0,1270,
193,1089,1.2,1.2,20.41,164314.89,33.03,-0.17,212655,0,1276,
194,1094,1.2,1.2,20.33,164925.85,33.69,-0.17,212763,0,1282,
195,1099,1.21,1.21,20.25,165581.39,34.43,-0.17,212878,0,1289,
196,1105,1.21,1.21,20.18,166180.67,35.11,-0.17,212978,0,1295,
197,1111,1.22,1.22,20.09,166872.75,35.92,-0.17,213089,0,1303,
198,1116,1.22,1.22,20.02,167411.2,36.56,-0.17,213177,0,1309,
199,1122,1.22,1.23,19.94,168041.52,37.32,-0.17,213286,0,1316,
200,1127,1.23,1.23,19.86,168617.63,38.03,-0.17,213399,0,1323,
201,1134,1.23,1.24,19.77,169282.91,38.88,-0.17,213550,0,1331,
202,1140,1.24,1.24,19.7,169800.55,39.54,-0.17,213683,0,1338,
203,1147,1.24,1.25,19.62,170406.61,40.34,-0.17,213855,0,1346,
204,1153,1.25,1.25,19.55,170960.65,41.08,-0.18,214020,0,1353,
205,1161,1.25,1.26,19.46,171555.05,41.9,-0.18,214203,0,1361,
206,1167,1.26,1.26,19.39,172098.4,42.66,-0.18,214371,0,1369,
207,1175,1.26,1.27,19.31,172681.28,43.49,-0.18,214552,0,1377,
208,1182,1.27,1.27,19.23,173214.04,44.26,-0.18,214722,0,1385,
209,1190,1.28,1.28,19.15,173785.52,45.11,-0.18,214914,0,1394,
210,1197,1.28,1.28,19.07,174307.85,45.9,-0.18,215104,0,1402,
211,1205,1.29,1.29,18.99,174868.2,46.77,-0.18,215328,0,1411,
212,1213,1.29,1.29,18.91,175380.44,47.58,-0.18,215552,0,1420,
213,1222,1.3,1.3,18.83,175972.08,48.53,-0.18,215829,0,1430,
214,1230,1.3,1.3,18.76,176432.5,49.28,-0.18,216057,0,1438,
215,1239,1.31,1.31,18.67,176971.64,50.18,-0.19,216333,0,1448,
216,1247,1.31,1.32,18.6,177464.54,51.02,-0.19,216591,0,1457,
217,1256,1.32,1.32,18.52,177993.4,51.94,-0.19,216876,0,1466,
218,1265,1.32,1.33,18.43,178516.98,52.86,-0.19,217170,0,1476,
219,1274,1.33,1.33,18.36,178995.65,53.73,-0.19,217454,0,1486,
220,1283,1.34,1.34,18.28,179469.94,54.6,-0.19,217754,0,1495,
221,1293,1.34,1.34,18.2,179978.9,55.55,-0.19,218101,0,1506,
222,1302,1.35,1.35,18.12,180444.33,56.44,-0.19,218441,0,1516,
223,1312,1.35,1.36,18.04,180943.89,57.42,-0.19,218830,0,1526,
224,1321,1.36,1.36,17.97,181400.79,58.32,-0.19,219204,0,1536,
225,1332,1.36,1.37,17.88,181891.25,59.31,-0.2,219623,0,1547,
226,1342,1.37,1.37,17.8,182377.07,60.31,-0.2,220056,0,1558,
227,1352,1.38,1.38,17.73,182821.45,61.24,-0.2,220469,0,1569,
228,1362,1.38,1.39,17.65,183261.97,62.18,-0.2,220899,0,1579,
229,1373,1.39,1.39,17.57,183734.91,63.21,-0.2,221388,0,1590,
230,1383,1.4,1.4,17.49,184167.61,64.17,-0.2,221867,0,1601,
231,1394,1.4,1.41,17.41,184632.27,65.21,-0.2,222418,0,1613,
232,1405,1.41,1.41,17.33,185057.51,66.19,-0.2,222958,0,1624,
233,1416,1.41,1.42,17.25,185514.29,67.25,-0.2,223574,0,1636,
234,1427,1.42,1.42,17.18,185932.41,68.25,-0.2,224171,0,1647,
235,1439,1.43,1.43,17.09,186381.63,69.33,-0.21,224848,0,1659,
236,1451,1.43,1.44,17.01,186827.03,70.43,-0.21,225558,0,1671,
237,1462,1.44,1.44,16.94,187234.84,71.45,-0.21,226246,0,1683,
238,1474,1.45,1.45,16.85,187673.1,72.56,-0.21,227035,0,1695,
239,1486,1.45,1.46,16.77,188107.79,73.68,-0.21,227877,0,1708,
240,1496,1.46,1.46,16.7,188472.89,74.64,-0.21,228636,0,1719,
241,1509,1.47,1.47,16.62,188901.27,75.79,-0.21,229592,0,1731,
242,1521,1.47,1.48,16.55,189293.81,76.85,-0.21,230535,0,1743,
243,1533,1.48,1.49,16.46,189716.04,78.02,-0.21,231625,0,1757,
244,1545,1.49,1.49,16.39,190103.08,79.1,-0.22,232697,0,1769,
245,1558,1.5,1.5,16.31,190519.51,80.28,-0.22,233935,0,1782,
246,1570,1.5,1.51,16.23,190901.33,81.39,-0.22,235157,0,1795,
247,1584,1.51,1.51,16.15,191312.28,82.59,-0.22,236581,0,1808,
248,1596,1.52,1.52,16.07,191689.22,83.71,-0.22,237999,0,1821,
249,1610,1.53,1.53,15.99,192095.09,84.94,-0.22,239667,0,1834,
250,1622,1.53,1.54,15.91,192467.54,86.08,-0.22,241343,0,1847,
251,1637,1.54,1.54,15.83,192899.54,87.42,-0.22,243481,0,1862,
252,1650,1.55,1.55,15.75,193267.78,88.58,-0.22,245490,0,1875,
253,1664,1.56,1.56,15.67,193664.66,89.85,-0.23,247869,0,1890,
254,1676,1.56,1.57,15.6,193998.91,90.93,-0.23,250068,0,1902,
255,1691,1.57,1.58,15.51,194422.33,92.32,-0.23,253149,0,1917,
256,1703,1.58,1.58,15.44,194753.54,93.42,-0.23,255825,0,1930,
257,1717,1.59,1.59,15.36,195143.39,94.73,-0.23,259326,0,1944,
258,1731,1.6,1.6,15.28,195501.84,95.95,-0.23,262935,0,1958,
259,1746,1.6,1.61,15.2,195888.76,97.28,-0.23,267319,0,1973,
260,1760,1.61,1.62,15.12,196274.36,98.63,-0.23,272275,0,1988,
261,1775,1.62,1.63,15.04,196658.78,99.98,-0.24,277895,0,2003,
262,1789,1.63,1.63,14.96,197012.69,101.24,-0.24,283761,0,2017,
263,1803,1.64,1.64,14.88,197365.78,102.51,-0.24,290380,2356,2031,
264,1817,1.65,1.65,14.81,197718.16,103.79,-0.24,297862,14721,2046,
265,1833,1.66,1.66,14.73,198099.22,105.19,-0.24,307092,27900,2061,
266,1847,1.66,1.67,14.65,198450.44,106.49,-0.24,316797,39770,2076,
267,1861,1.61,1.68,14.58,198798.65,107.79,-0.24,327546,51260,2090,
268,1876,1.69,1.69,14.5,199156.75,109.14,-0.24,340238,62539,2105,
269,1891,1.7,1.7,14.42,199521.37,110.52,-0.25,354855,73444,2120,
270,1907,1.71,1.71,14.34,199893.21,111.95,-0.25,371667,83883,2136,
271,1922,1.71,1.71,14.26,200257.82,113.36,-0.25,390170,93387,2152,
272,1938,1.72,1.72,14.18,200622.61,114.78,-0.25,410797,102135,2168,
273,1937,0,0,14.18,200980.33,116.18,-0.25,411232,102302,2167,
274,1936,0,0,14.18,201345.54,117.6,-0.25,411232,102302,2166,
275,1935,0,0,14.18,201710.96,119.03,-0.25,411232,102302,2165,
276,1934,0,0,14.18,202076.57,120.45,-0.25,411232,102302,2164,
277,1933,0,0,14.18,202442.36,121.87,-0.26,411232,102302,2163,
278,1932,0,0,14.18,202808.31,123.29,-0.26,411232,102302,2162,
279,1931,0,0,14.18,203174.44,124.7,-0.26,411232,102302,2162,
280,1930,0,0,14.18,203540.77,126.12,-0.26,411232,102302,2161,
281,1929,0,0,14.18,203907.26,127.53,-0.26,411232,102302,2160,
282,1928,0,0,14.18,204273.92,128.95,-0.26,411232,102302,2159,
283,1927,0,0,14.18,204640.74,130.36,-0.26,411232,102302,2158,
284,1926,0,0,14.18,205015.07,131.8,-0.26,411232,102302,2157,
285,1925,0,0,14.18,205374.89,133.18,-0.27,411232,102302,2156,
286,1924,0,0,14.18,205749.55,134.61,-0.27,411232,102302,2155,
287,1923,0,0,14.18,206117.02,136.02,-0.27,411232,102302,2154,
288,1922,0,0,14.18,206484.64,137.42,-0.27,411232,102302,2153,
289,1921,0,0,14.18,206852.42,138.82,-0.27,411232,102302,2152,
290,1920,0,0,14.18,207220.35,140.22,-0.27,411232,102302,2151,
291,1919,0,0,14.18,207581.06,141.6,-0.27,411232,102302,2150,
292,1918,0,0,14.18,207956.63,143.02,-0.27,411232,102302,2149,
293,1917,0,0,14.18,208317.62,144.39,-0.28,411232,102302,2149,
294,1916,0,0,14.18,208686.11,145.79,-0.28,411232,102302,2148,
295,1915,0,0,14.18,209054.73,147.18,-0.28,411232,102302,2147,
296,1914,0,0,14.18,209430.87,148.6,-0.28,411232,102302,2146,
297,1913,0,0,14.18,209792.37,149.97,-0.28,411232,102302,2145,
298,1912,0,0,14.18,210161.38,151.36,-0.28,411232,102302,2144,
299,1911,0,0,14.18,210537.91,152.77,-0.28,411232,102302,2143,
300,1910,0,0,14.18,210907.17,154.16,-0.28,411232,102302,2142,
301,1909,0,0,14.18,211276.55,155.54,-0.28,411232,102302,2141,
302,1908,0,0,14.18,211638.66,156.9,-0.29,411232,102302,2140,
303,1906,0,0,14.18,212015.66,158.31,-0.29,411232,102302,2139,
304,1905,0,0,14.18,212377.99,159.66,-0.29,411232,102302,2138,
305,1904,0,0,14.18,212755.22,161.07,-0.29,411232,102302,2137,
306,1903,0,0,14.18,213117.76,162.42,-0.29,411232,102302,2136,
307,1902,0,0,14.18,213487.8,163.8,-0.29,411232,102302,2136,
308,1901,0,0,14.18,213857.94,165.18,-0.29,411232,102302,2135,
309,1900,0,0,14.18,214228.18,166.55,-0.29,411232,102302,2134,
310,1899,0,0,14.18,214598.52,167.92,-0.3,411232,102302,2133,
311,1898,0,0,14.18,214976.36,169.32,-0.3,411232,102302,2132,
312,1897,0,0,14.18,215339.47,170.66,-0.3,411232,102302,2131,
313,1896,0,0,14.18,215717.49,172.06,-0.3,411232,102302,2130,
314,1895,0,0,14.18,216080.77,173.4,-0.3,411232,102302,2129,
315,1894,0,0,14.18,216451.55,174.77,-0.3,411232,102302,2128,
316,1893,0,0,14.18,216822.41,176.13,-0.3,411232,102302,2127,
317,1892,0,0,14.18,217200.77,177.52,-0.3,411232,102302,2126,
318,1891,0,0,14.18,217564.36,178.85,-0.3,411232,102302,2125,
319,1890,0,0,14.18,217942.87,180.24,-0.31,411232,102302,2124,
320,1889,0,0,14.18,218314.03,181.6,-0.31,411232,102302,2124,
321,1888,0,0,14.18,218685.26,182.96,-0.31,411232,102302,2123,
322,1887,0,0,14.18,219049.13,184.29,-0.31,411232,102302,2122,
323,1886,0,0,14.18,219420.48,185.64,-0.31,411232,102302,2121,
324,1885,0,0,14.18,219799.33,187.02,-0.31,411232,102302,2120,
325,1884,0,0,14.18,220170.81,188.37,-0.31,411232,102302,2119,
326,1883,0,0,14.18,220542.34,189.72,-0.31,411232,102302,2118,
327,1882,0,0,14.18,220913.92,191.07,-0.31,411232,102302,2117,
328,1881,0,0,14.18,221278.13,192.39,-0.32,411232,102302,2116,
329,1880,0,0,14.18,221649.81,193.74,-0.32,411232,102302,2115,
330,1879,0,0,14.18,222028.98,195.11,-0.32,411232,102302,2114,
331,1878,0,0,14.18,222400.75,196.46,-0.32,411232,102302,2113,
332,1877,0,0,14.18,222772.57,197.8,-0.32,411232,102302,2112,
333,1876,0,0,14.18,223144.43,199.14,-0.32,411232,102302,2112,
334,1875,0,0,14.18,223516.32,200.48,-0.32,411232,102302,2111,
335,1874,0,0,14.18,223880.81,201.79,-0.32,411232,102302,2110,
336,1873,0,0,14.18,224260.2,203.15,-0.32,411232,102302,2109,
337,1872,0,0,14.18,224632.19,204.49,-0.33,411232,102302,2108,
338,1871,0,0,14.18,225004.21,205.82,-0.33,411232,102302,2107,
339,1870,0,0,14.18,225376.25,207.16,-0.33,411232,102302,2106,
340,1869,0,0,14.18,225740.87,208.46,-0.33,411232,102302,2105,
341,1868,0,0,14.18,226120.39,209.82,-0.33,411232,102302,2104,
342,1867,0,0,14.18,226492.49,211.15,-0.33,411232,102302,2103,
343,1866,0,0,14.18,226857.16,212.45,-0.33,411232,102302,2102,
344,1865,0,0,14.18,227236.73,213.8,-0.33,411232,102302,2102,
345,1864,0,0,14.18,227601.42,215.1,-0.33,411232,102302,2101,
346,1863,0,0,14.18,227981.01,216.45,-0.34,411232,102302,2100,
347,1862,0,0,14.18,228345.72,217.74,-0.34,411232,102302,2099,
348,1861,0,0,14.18,228725.32,219.09,-0.34,411232,102302,2098,
349,1860,0,0,14.18,229097.47,220.41,-0.34,411232,102302,2097,
350,1859,0,0,14.18,229462.19,221.7,-0.34,411232,102302,2096,
351,1858,0,0,14.18,229834.34,223.02,-0.34,411232,102302,2095,
352,1857,0,0,14.18,230206.48,224.33,-0.34,411232,102302,2094,
353,1856,0,0,14.18,230578.62,225.64,-0.34,411232,102302,2093,
354,1854,0,0,14.18,230950.75,226.96,-0.34,411232,102302,2092,
355,1853,0,0,14.18,231322.86,228.27,-0.34,411232,102302,2091,
356,1852,0,0,14.18,231694.96,229.58,-0.35,411232,102302,2091,
357,1851,0,0,14.18,232074.49,230.91,-0.35,411232,102302,2090,
358,1850,0,0,14.18,232439.11,232.19,-0.35,411232,102302,2089,
359,1849,0,0,14.18,232818.59,233.53,-0.35,411232,102302,2088,
